title,author,date,topic,classified_content
AEMO releases preliminary report into NSW market suspension on the 23rd March 2026,Dan Lee,02-04-2026 02:50:00 PM,2026-03-23 Market Suspension with SCADA Failure,"The summary of the news ""AEMO releases preliminary report into NSW market suspension on the 23rd March 2026"" posted at 02-04-2026 02:50:00 PM is: AEMO's preliminary report details that on 23 March 2026, a SCADA failure originating from Transgrid's network caused a complete loss of SCADA service at AEMO, leading to the suspension of the NSW spot market from 11:45 to 18:30 NEM time; Its relevance level is: Level 1 (Most Relevant); Its category is: grid/system instability; Its Timeframe of the event impact on the electricity_market is: 23 March 2026, from 11:45 to 18:30 NEM time; Its root_cause is: an issue within Transgrid's SCADA network; Its accident scale is: complete loss of SCADA service for NSW, resulting in a 6.75-hour market suspension; Its dates (if different from the main date; if the same, repeat the same date) is: 23-03-2026; Its affected region is: New South Wales; Its affected key users is: AEMO, market participants, and electricity consumers in NSW; Its cause type is: technical failure; Its causes (a summarized list of cause events) is: (1) issue within Transgrid's SCADA network at approximately 1008 hrs on 23 March 2026, (2) partial loss of SCADA service, (3) escalation to complete loss at approximately 1108 hrs."
A quick look at Dispatch Error for each individual Coal Unit (at 03:05 on Thursday 2nd April 2026),Paul McArdle,02-04-2026 02:20:00 PM,2026-04-02,"The summary of the news ""A quick look at Dispatch Error for each individual Coal Unit (at 03:05 on Thursday 2nd April 2026)"" posted at 02-04-2026 02:20:00 PM is: This article examines the dispatch errors of operational coal units at the 03:05 dispatch interval on 2 April 2026, following the near-full-load trip of Kogan Creek unit KPP_1 at 02:59:54.4, which produced a massive positive Dispatch Error of +720 MW (underperformance relative to target) that dragged the frequency down. Most other coal units supported the grid with negative Dispatch Errors (up to ~-20 MW), but a few units still showed positive errors, a curiosity noted for further exploration. The chart highlights the dominant effect of the Kogan Creek trip and the corrective responses from other coal units. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: immediate (within the 03:05 dispatch interval). Its root_cause is: trip of Kogan Creek unit KPP_1. Its accident scale is: single unit trip of 720 MW. Its dates is: 02-04-2026. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users is: grid operators, other generators, and system frequency controllers. Its cause type is: technical failure (unit trip). Its causes (a summarized list of cause events) is: KPP_1 unit tripped at 02:59:54.4, resulting in a positive Dispatch Error of +720 MW at the 03:05 dispatch interval, which required corrective responses from other units to contain the frequency drop."
What helped (and what didn’t help) to contain the frequency drop with this morning’s Kogan trip?,Paul McArdle,02-04-2026 01:11:00 PM,2026-04-02,"The summary of the news ""What helped (and what didn’t help) to contain the frequency drop with this morning’s Kogan trip?"" posted at 02-04-2026 01:11:00 PM is: A full-load trip of the Kogan Creek coal unit (KPP_1) at the 03:05 Dispatch Interval on Thursday 2nd April 2026 caused a +720MW underperformance, dragging down grid frequency. Analysis of dispatch errors by fuel type shows that large battery energy storage systems (BESS) contributed the most to arresting the drop (-375MW), followed by other coal units (-246MW), hydro (-51MW), and gas (-22MW), while wind had a harmful positive error (+44MW). The event was contained within subsequent intervals, but the article notes that frequency was also low in the next interval and that the trip occurred during night-time, which likely mitigated worse outcomes. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: Immediate (occurred at 03:05 Dispatch Interval on 02-04-2026, with effects lasting at least through the 03:10 interval). Its root_cause is: Full-load trip of Kogan Creek unit KPP_1. Its accident scale is: Single unit trip (720MW underperformance). Its dates is: 02-04-2026. Its affected region is: NEM (National Electricity Market, Australia). Its affected key users is: AEMO, market participants. Its cause type is: Generation failure (turbine/generator). Its causes (a summarized list of cause events) is: Trip of Kogan Creek unit KPP_1."
Is the battery rollout following in solar’s footsteps — and is a battery correlation penalty looming?,Dan Lee,02-04-2026 01:00:00 PM,Battery Storage,"The summary of the news ""Is the battery rollout following in solar’s footsteps — and is a battery correlation penalty looming?"" posted at 02-04-2026 01:00:00 PM is: The article draws parallels between the historical solar boom and the current battery storage buildout in Australia’s National Electricity Market, warning that a similar 'battery correlation penalty' may emerge as the majority of batteries (utility-scale and behind-the-meter) share short durations (1–2 hours) and diurnal cycling patterns, leading to market saturation. Evidence includes declining FCAS revenues since late 2023, compressed intraday two-hour price spreads (particularly in Queensland during the summer of 2025–2026), and an asymmetry where grid-scale batteries face full wholesale price exposure while behind-the-meter systems remain shielded. About 7.5 GW of utility-scale batteries are operating or in commissioning, with another 7.7 GW expected within 24–36 months, and 4–5 GW of residential capacity installed in nine months via a federal subsidy scheme, accelerating faster than solar ever did. The article notes that government underwriting (CIS, LTESA, VRET schemes) now transfers a portion of long-term revenue risk to public balance sheets, potentially delaying market signals for overcapacity.; Its relevance level is: Level 2 (Relevant).; Its category is: market reactions.; Its Timeframe of the event impact on the electricity_market is: Ongoing (from late 2023 to present) and future (next 24–36 months, with projected acceleration).; Its root_cause is: Highly correlated operating patterns of battery storage (similar durations and diurnal cycling) leading to market saturation and erosion of revenue, analogous to the solar correlation penalty from overdeployment of solar in the NEM.; Its accident scale is: Unknown (no accident; the scale of battery rollout is 7.5 GW utility-scale operating, 7.7 GW additional, and 4–5 GW residential in nine months).; Its dates are: Article date 02-04-2026; observed impacts from late 2023 to summer 2025–2026.; Its affected region is: National Electricity Market (NEM) of Australia, with specific mentions of Queensland, Victoria, and eastern Australia.; Its affected key users are: Utility-scale battery developers and investors, behind-the-meter residential battery owners, policymakers, and electricity consumers indirectly affected by price spread compression.; Its cause type is: Market structural issue / investment risk / policy-induced asymmetry.; Its causes are: 1. Rapid deployment of batteries with similar durations (1–2 hours) and diurnal cycling patterns; 2. Saturation in FCAS markets from late 2023; 3. Decreasing intraday two-hour price spreads, especially in Queensland during summer 2025–2026; 4. Asymmetry between grid-scale BESS (exposed to wholesale prices) and behind-the-meter systems (shielded); 5. Government underwriting (CIS, LTESA, VRET schemes) transferring long-term revenue risk to public balance sheets, potentially delaying corrective market signals."
"A first look at the frequency performance, with today’s trip at Kogan Creek",Paul McArdle,02-04-2026 10:27:00 AM,2026-04-02,"The summary of the news ""A first look at the frequency performance, with today’s trip at Kogan Creek"" posted at 02-04-2026 10:27:00 AM is: A full-load trip of Kogan Creek unit KPP_1 occurred between 02:55 and 03:00 NEM time on 2 April 2026, dropping from 722 MW to 0 MW. The resultant frequency fell to 49.88 Hz (still within the Normal Operating Frequency Band) and took about 10 minutes to return to the PFR Deadband, aided by inertia, Primary Frequency Response, and Regulation FCAS. Its relevance level is: Level 1. Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: Short-term (frequency disruption lasting ~10 minutes on 2 April 2026). Its root_cause is: Unknown (cause of trip not specified in article). Its accident scale is: 722 MW forced outage of a single generating unit. Its dates is: 02-04-2026. Its affected region is: Queensland, Australia (National Electricity Market). Its affected key users is: Grid users in NEM (frequency deviation within normal operating band, no contingency FCAS triggered). Its cause type is: Forced outage (generator trip). Its causes (a summarized list of cause events) is: Trip of Kogan Creek unit KPP_1 from 722MW to 0MW at approximately 02:59:54 NEM time on 2 April 2026."
(Close to) Full Load trip of Kogan Creek early on Thursday 2nd April 2026,Paul McArdle,02-04-2026 07:41:00 AM,2026-04-02,"The summary of the news ""(Close to) Full Load trip of Kogan Creek early on Thursday 2nd April 2026"" posted at 02-04-2026 07:41:00 AM is: Early on Thursday 2nd April 2026, the Kogan Creek coal unit (the largest unit in the NEM) experienced a full load trip around 03:05 NEM time, captured by monitoring widgets and a rebid received by AEMO at 03:03 NEM time. The unit’s availability is expected to step back up at approximately 12:00 NEM time the same day, indicating a short-term outage. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: Short-term (hours to a day). Its root_cause is: Unknown (specific cause of trip not disclosed). Its accident scale is: One unit (Kogan Creek, largest in NEM) full load trip. Its dates (if different from the main date; if the same, repeat the same date) is: 02-04-2026. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users is: Unknown (likely all market participants). Its cause type is: Equipment failure or operational issue. Its causes (a summarized list of cause events) is: Trip of Kogan Creek coal unit at full load."
"First glimpses of output at REECE2 unit, following (possible) fire in August 2025",Paul McArdle,01-04-2026 09:27:00 AM,2025-08 outage at Reece Power Station,"The summary of the news ""First glimpses of output at REECE2 unit, following (possible) fire in August 2025"" posted at 01-04-2026 09:27:00 AM is: The REECE2 unit at Reece Power Station, which had been out of service since a possible fire on 5 August 2025, showed its first output on 1 April 2026, ending almost seven months of outage. The unit is being reintroduced cautiously, with SCADA data indicating a burst of output at around 08:30 on that day. Market data suggests reduced capacity for about two years, with availability rising to 80MW from 11 April 2026 and only increasing to 119MW in April 2028. The exact cause and damage extent remain unknown, as Hydro Tasmania has not released further information.; Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: From 5 August 2025 (outage start) onwards; first output on 1 April 2026 but with reduced capacity until at least April 2028. Its root_cause is: Possible fire onsite on 5 August 2025. Its accident scale is: Unknown (no further details on fire severity or damage). Its dates is: 5 August 2025 (outage start), 1 April 2026 (first output). Its affected region is: Tasmania, Australia (Reece Power Station). Its affected key users is: National Electricity Market (NEM) participants, including Hydro Tasmania and Tasmanian electricity consumers. Its cause type is: Accident (possible fire). Its causes is: Fire at REECE2 unit on 5 August 2025; subsequent unplanned outage."
What impact might Fuel Rationing have on the National Electricity Market?,Paul McArdle,29-03-2026 02:46:00 PM,2026 Energy Security Concerns with the War in the Middle East,"The summary of the news ""What impact might Fuel Rationing have on the National Electricity Market?"" posted at 29-03-2026 02:46:00 PM is: The article examines how fuel rationing, already occurring in some Australian locations due to the Middle East war, could threaten electricity market security. It details that liquid fuels are critical not only for peaking generators but also for coal-fired plants during startup, low-load flame stabilization, and in coal mining/delivery. Rationing may force dual-fuel units to rely on scarce diesel and disrupt coal plant operations, with a National Cabinet meeting scheduled to address the issue. Its relevance level is: Level 1. Its category is: fuel supply issues. Its Timeframe of the event impact on the electricity_market is: short-term (weeks to months) ongoing from late February 2026. Its root_cause is: Middle East war disrupting global fuel supplies. Its accident scale is: national (fuel supply disruption affecting entire electricity market). Its dates is: 28 Feb 2026, 26 Mar 2026, 29 Mar 2026, 30 Mar 2026. Its affected region is: Australia (including Sydney and potentially nationwide). Its affected key users is: electricity generators (liquid-fuel peakers, coal-fired plants) and downstream electricity consumers. Its cause type is: geopolitical conflict / supply chain disruption. Its causes is: Hostilities in the Middle East; fuel rationing by independent retailers; potential government-mandated restrictions."
Delving deeper into coal unit (re) starts over >17 years … January 2010 to March 2026,Paul McArdle,29-03-2026 01:16:00 PM,Long term trend of coal unit performance,"The summary of the news ""Delving deeper into coal unit (re) starts over >17 years … January 2010 to March 2026"" posted at 29-03-2026 01:16:00 PM is: This article examines long-term trends in coal unit performance in the National Electricity Market (NEM) from January 2010 to March 2026, focusing on the classification and frequency of unit starts (hot restarts, hot starts, warm starts, cold starts) across 44 still-operational coal units. It confirms two key findings: coal units are not tripping or restarting more often overall, but when they do go offline, they tend to be offline for longer periods. The analysis shows a shift away from warmer starts and hot restarts toward more cold starts, indicating extended outages that reduce the dependability of coal-fired generation and have implications for electricity market supply and pricing. Its relevance level is: Level 1 (Most Relevant). Its category is: fuel supply issues (coal). Its Timeframe of the event impact on the electricity_market is: Long-term trend from January 2010 to March 2026, with ongoing impact. Its root_cause is: Aging coal units and changing operational patterns (e.g., increased two-shifting and longer maintenance outages) leading to more cold starts and longer offline durations. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date): 29-03-2026. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users is: Unknown (likely all electricity consumers in the NEM). Its cause type is: Operational trend. Its causes (a summarized list of cause events) is: Increased cold starts; decreased hot restarts and warm starts; longer offline durations per start; shift from warmer to colder start types over the 16+ year period."
Belatedly noting AEMO’s publication of the ‘NEM Dispatch Timing Fact Sheet’,Paul McArdle,27-03-2026 12:40:00 PM,5-minute Dispatch Intervals,"The summary of the news ""Belatedly noting AEMO’s publication of the ‘NEM Dispatch Timing Fact Sheet’"" posted at 27-03-2026 12:40:00 PM is: The article notes that the Australian Energy Market Operator (AEMO) published a 'NEM Dispatch Timing Fact Sheet' on 10 October 2025, which the author only discovered weeks later. The fact sheet explains the complexities of the 5-minute dispatch intervals in the National Electricity Market (NEM), complementing earlier articles on the topic. It also points to the 'Spot Market Operations Timetable' (version 1.12 effective from 2 December 2025) as a related resource. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: No direct impact (informational publication). Its root_cause is: Unknown (administrative update). Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 10-10-2025 (fact sheet publication date). Its affected region is: Australian National Electricity Market (NEM). Its affected key users is: Market participants, generators, retailers, and other stakeholders in the NEM. Its cause type is: Administrative/Informational. Its causes is: [AEMO published the 'NEM Dispatch Timing Fact Sheet' to clarify dispatch timing rules and procedures]."
AEMO Gas Statement of Opportunities (GSOO): Decreases in forecast gas shortfalls,Callum Webb,26-03-2026 03:54:00 PM,AEMO Gas Statement of Opportunities (GSOO),"The summary of the news ""AEMO Gas Statement of Opportunities (GSOO): Decreases in forecast gas shortfalls"" posted at 26-03-2026 03:54:00 PM is: The AEMO's 2026 Gas Statement of Opportunities forecasts a decrease in gas shortfall risks for southern Australia, with extreme peak day shortfalls now expected from 2029 (one year later than previous forecast) and additional supply needed from 2030, driven by improved near-term gas supply, new infrastructure investment, moderating demand from electrification, and ongoing decline in legacy gas fields; the report highlights interdependencies between gas and electricity markets as coal generation retires. Its relevance level is: Level 1 (Most Relevant). Its category is: fuel supply issues (coal, gas). Its Timeframe of the event impact on the electricity_market is: Medium-term (2029–2030). Its root_cause is: Decline in legacy southern gas fields combined with demand moderation from electrification and new infrastructure investment. Its accident scale is: Not applicable (forecast report). Its dates is: 26-03-2026. Its affected region is: Southern Australia. Its affected key users is: Gas-powered generation, electricity consumers, southern Australia residents. Its cause type is: Forecast/Structural. Its causes is: 1. Decline in legacy southern gas fields; 2. Increased peak day supply capability; 3. New infrastructure investment; 4. Moderating demand due to electrification."
A quick initial look at operations at the Wambo Wind Farm (WAMBOWF1),Paul McArdle,26-03-2026 11:44:00 AM,2026-03-03,"The summary of the news ""A quick initial look at operations at the Wambo Wind Farm (WAMBOWF1)"" posted at 26-03-2026 11:44:00 AM is: The article analyzes operational data for the Wambo Wind Farm (WAMBOWF1), a 50:50 joint venture between Stanwell Corporation and Cubico Sustainable Investments, focusing on its commissioning phase through 2025 and into early 2026. It notes that the unit only achieved part-load by end-2025, experienced a prolonged outage in October 2026 (presumably commissioning-related), and exhibited significant dispatch errors—particularly large negative errors (over-performance) in March 2026. There are also hints of high-temperature de-rating during hotter periods in 2025. The findings highlight the complexities of commissioning and the potential implications for system frequency and frequency performance payments.; Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: Ongoing from 2025 through March 2026 and beyond, as commissioning continues. Its root_cause is: Commissioning process of the WAMBOWF1 unit, including hold points, partial load operation, and associated dispatch errors. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 2025-2026 (event dates span the reporting period, with specific instances in March 2026 and October 2026). Its affected region is: Wambo Wind Farm (likely in Queensland, Australia, within the National Electricity Market). Its affected key users is: Stanwell Corporation, Cubico Sustainable Investments, and NEM market participants (including system operators and other generators). Its cause type is: Technical/operational. Its causes (a summarized list of cause events) is: Commissioning hold points leading to part-load operation; prolonged outage in October 2026; possible high-temperature de-rating; large dispatch errors (both positive and negative) related to semi-scheduled unit obligations."
"Mixed sources of semi-scheduled availability on March 23, 2026",Linton Corbet,25-03-2026 03:23:00 PM,2026-03-23,"The summary of the news ""Mixed sources of semi-scheduled availability on March 23, 2026"" posted at 25-03-2026 03:23:00 PM is: On March 23, 2026, a market suspension in the NSW region caused SCADA interruptions, leading to changes in the source of dispatch availability for semi-scheduled units. Availability switched between AEMO forecasts, last target, SCADA-based, and self-forecasts, with some units affected and others unaffected. The event highlights the reliance on SCADA data for availability forecasting. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: March 23, 2026. Its root_cause is: SCADA data interruptions in NSW region causing loss of telemetry and subsequent changes in availability source determination. Its accident scale is: Unknown. Its dates is: 23-03-2026. Its affected region is: New South Wales (NSW) region. Its affected key users is: Semi-scheduled generators (including solar and wind units) and AEMO. Its cause type is: Technical/operational failure (SCADA communication loss). Its causes is: Loss of SCADA signals; unavailability of real-time measurement data; reliance on last target or self-forecasts; intermittent binding constraints affecting some units."
A quick introduction to the gyrations on the ‘N>>NIL_060_051’ Constraint Equation during NSW Market Suspension,Paul McArdle,24-03-2026 04:12:00 PM,2026-03-23,"The summary of the news ""A quick introduction to the gyrations on the ‘N>>NIL_060_051’ Constraint Equation during NSW Market Suspension"" posted at 24-03-2026 04:12:00 PM is: The article discusses the gyrations in the constraint equation N>>NIL_060_051 during the NSW market suspension on 23 March 2026, highlighting a drop in the RHS from 1,246.04 MW to 1,119.59 MW at 12:45, which led to a semi-regular cycle with a marginal value of -$1,026.38/MWh, constraining down 7 units and leaving 5 units out of the money; Its relevance level is: Level 1 (Most Relevant); Its category is: grid/system instability; Its Timeframe of the event impact on the electricity_market is: Immediate impact on 23 March 2026 during the market suspension and constraint gyrations; Its root_cause is: The gyrations were caused by a drop in the RHS of the constraint equation, triggering feedback loops that led to a semi-regular cycle; Its accident scale is: Unknown; Its dates (if different from the main date; if the same, repeat the same date) is: 23-03-2026; Its affected region is: NSW (New South Wales); Its affected key users is: Unknown; Its cause type is: technical/operational; Its causes (a summarized list of cause events) is: [""Drop in RHS from 1246.04 MW to 1119.59 MW"", ""Feedback loops from constraint binding"", ""Semi-regular cycle established""]."
Managing bids during the market suspension on 23 March 2026,Linton Corbet,24-03-2026 02:34:00 PM,2026-03-23,"The summary of the news ""Managing bids during the market suspension on 23 March 2026"" posted at 24-03-2026 02:34:00 PM is: On 23 March 2026, the New South Wales (NSW) region experienced a market suspension from 11:45 to 18:30, during which suspension pricing was applied, with spot prices ranging from 44 to 100 $/MWh. AEMO continued bidding and dispatch where practical, but the automatic generation control system was inoperable; nonetheless, bids were still processed. An analysis of rebids by fuel type revealed varied behaviors: some units (e.g., thermal, hydro, gas) showed little change in rebidding patterns, while battery storage units typically halted or altered rebid frequency soon after the suspension start and resumed near its end. The article examines how participants managed their offers under suspension pricing rules.; Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: 23 March 2026, from 11:45 to 18:30. Its root_cause is: Unknown (market suspension due to unspecified system instability, but attributed to grid/system instability). Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 23-03-2026. Its affected region is: NSW region. Its affected key users is: Electricity market participants (generators, especially thermal, hydro, gas, and battery storage units). Its cause type is: Market suspension. Its causes (a summarized list of cause events) is: AEMO declared market suspension for NSW region; automatic generation control system was not operable; suspension pricing was applied; bidding and dispatch continued under special rules."
Initial energy storage involved in issues,Linton Corbet,24-03-2026 09:23:00 AM,2026-03-23,"The summary of the news ""Initial energy storage involved in issues"" posted at 24-03-2026 09:23:00 AM is: With the benefit of next-day data, it appears that initial energy storage data was involved in the SCADA issues of March 23, 2026. An early prototype estimating storage levels for BESS units captured missing data from NSW batteries, revealing interruptions in storage level signals to AEMO. Several units including Broken Hill Battery (BHB1), Capital (CAPBES1), Waratah (WTAHB1), and Quorn Park Hybrid experienced data glitches such as missing actuals, sharp changes, or drops to zero. The article highlights these operational glitches and references market suspension. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Short-term (day of event, March 23, 2026). Its root_cause is: SCADA system data transmission failure or software glitch. Its accident scale is: Unknown, but multiple BESS units affected. Its dates are: 23-03-2026 (event date), 24-03-2026 (post date). Its affected region is: New South Wales, Australia (NSW batteries). Its affected key users is: AEMO (Australian Energy Market Operator) and BESS operators. Its cause type is: Operational glitch / SCADA system failure. Its causes (a summarized list of cause events) is: Interrupted initial energy storage level signals to AEMO; missing data for multiple BESS units; sharp drops to zero for some units."
What’s up with Waratah BESS … again?!,Paul McArdle,24-03-2026 08:17:00 AM,2025-11-07 long unplanned outage at Waratah BESS?,"The summary of the news ""What’s up with Waratah BESS … again?!"" posted at 24-03-2026 08:17:00 AM is: On Monday 23 March 2026, the Waratah BESS (WTAHB1) experienced a rapid drop in stored energy from 794 MWh to 0 MWh within minutes, accompanied by a plant-related rebid with reason 'Auxiliary Load – See Log' and reduced market offers. This occurred amid reported SCADA issues that temporarily affected the NSW market, raising questions about the unit's ability to provide System Integrity Protection Scheme (SIPS) services. No official update from operator Akaysha Energy was available as of Tuesday morning 24 March 2026. Its relevance level is: Level 1 (Most Relevant). Its category is: turbine/generator failures. Its Timeframe of the event impact on the electricity_market is: Short-term, still ongoing as of 24 March 2026. Its root_cause is: Auxiliary load issue or SCADA-related data pollution leading to rapid discharge and rebid. Its accident scale is: Unknown (involves a single unit across three transformers, but only one in service). Its dates are: 23-03-2026 (event date), 24-03-2026 (news date). Its affected region is: New South Wales (NSW). Its affected key users is: AEMO, market participants, SIPS operators. Its cause type is: Technical failure (auxiliary load/SCADA). Its causes (a summarized list of cause events) is: 1) Stored energy dropping from 794 MWh to 0 MWh between 08:00 and 08:10 NEM time 23 March 2026; 2) Plant-related rebid received at 07:04 with reason 'Auxiliary Load – See Log'; 3) Reduced volume offered to market since ~05:00; 4) AEMO reported SCADA issues earlier that day potentially affecting energy storage data."
More delays in operational date for Hunter GT (i.e. the old Kurri Kurri),Paul McArdle,24-03-2026 08:12:00 AM,2026 Energy Security Concerns with the War in the Middle East,"The summary of the news ""More delays in operational date for Hunter GT (i.e. the old Kurri Kurri)"" posted at 24-03-2026 08:12:00 AM is: The news reports further delays in the operational date for the Hunter GT (Kurri Kurri) peaker plant, with the latest update from AEMO on 19 March 2026 pushing full availability to 25 May 2026, following previous delays from an initial expectation of July 2025. The delay is potentially linked to soaring diesel prices, which may affect fuel procurement or project economics, amid broader energy security concerns related to the war in the Middle East. Its relevance level is: Level 1 (Most Relevant). Its category is: fuel supply issues. Its Timeframe of the event impact on the electricity_market is: From the latest delay announcement (19 March 2026) until the new full availability date (25 May 2026), with earlier delays starting from July 2025. Its root_cause is: Likely soaring diesel prices affecting fuel supply or project viability. Its accident scale is: Unknown. Its dates is: 19 March 2026 (delay published) and 24 March 2026 (news date). Its affected region is: National Electricity Market (NEM), particularly New South Wales (Hunter region). Its affected key users is: Electricity consumers in the NEM and market operators. Its cause type is: Operational delay due to fuel supply/cost issues. Its causes is: Rising diesel fuel costs."
AEMO ends Market Suspension in NSW from 18:30 Monday 23rd March 2026,Paul McArdle,23-03-2026 06:42:00 PM,2026-03-23,"The summary of the news ""AEMO ends Market Suspension in NSW from 18:30 Monday 23rd March 2026"" posted at 23-03-2026 06:42:00 PM is: AEMO declared the end of the spot market suspension in New South Wales at 18:30 on 23 March 2026 following the restoration of SCADA systems, as per Market Notice 136023.; Its relevance level is: Level 1 (Most Relevant).; Its category is: grid/system instability.; Its Timeframe of the event impact on the electricity_market is: From the start of the suspension (unknown) to 18:30 on 23 March 2026.; Its root_cause is: SCADA system failure.; Its accident scale is: Unknown.; Its dates are: 23-03-2026.; Its affected region is: New South Wales.; Its affected key users are: All market participants in the NSW region.; Its cause type is: Technical failure.; Its causes (a summarized list of cause events) are: Loss of SCADA system in NSW."
System frequency while NSW demand yo-yos,Linton Corbet,23-03-2026 05:20:00 PM,2026-03-23,"The summary of the news ""System frequency while NSW demand yo-yos"" posted at 23-03-2026 05:20:00 PM is: During the NSW market suspension on 23 March 2026, system frequency experienced significant oscillations as demand yo-yoed, remaining within the Normal Operating Frequency Band (NOFB) but swinging well above and below the nominal 50 Hz into Primary Frequency Response (PFR) territory (±0.015 Hz) between 12:45 and 15:15. Its relevance level is: 1. Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: Immediate, from 12:45 to 15:15 on 23-03-2026. Its root_cause is: Market suspension causing demand oscillations. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 23-03-2026. Its affected region is: New South Wales (NSW), Australia. Its affected key users is: All electricity market participants (generators, consumers, network operators). Its cause type is: Grid instability due to demand fluctuations. Its causes (a summarized list of cause events) is: [NSW market suspension, Demand oscillations between 12:45 and 15:15]."
"We’ve moved from ‘Just in Case’ to be ‘Just in Time’ … and its hurting us, with the war in the Middle East (but where else is this a consideration?)",Paul McArdle,23-03-2026 02:43:00 PM,2026 Energy Security Concerns with the War in the Middle East,"The summary of the news ""We’ve moved from ‘Just in Case’ to be ‘Just in Time’ … and its hurting us, with the war in the Middle East (but where else is this a consideration?)"" posted at 23-03-2026 02:43:00 PM is: This article analyzes Australia's vulnerability to oil supply disruptions from the Middle East war, highlighting the shift from a 'just in case' to a 'just in time' supply chain. It cites experts warning of potential fuel rationing due to panic buying, Australia's 90% fuel import dependency, and lack of domestic refineries. The piece draws parallels to electricity grid resilience, arguing that insufficient shaping and firming capacity (beyond short-duration storage) makes the power system similarly exposed. It calls for dual action: increasing fuel stocks and accelerating electrification, while also strengthening grid reliability to avoid future crises.; Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its Timeframe of the event impact on the electricity_market is: Ongoing, with potential medium-term impacts if the Middle East war persists. Its root_cause is: Middle East geopolitical conflict causing global oil supply constraints, combined with Australia's heavy import reliance, lack of strategic fuel reserves, and a 'just in time' supply chain that amplifies panic buying behavior. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 23-03-2026. Its affected region is: Australia. Its affected key users is: General fuel consumers and, by extension, electricity grid operators and end-users. Its cause type is: Geopolitical and systemic planning failure. Its causes (a summarized list of cause events) is: 1) Middle East war causing global oil supply uncertainty; 2) Australia's 90% fuel import dependency; 3) Only two domestic oil refineries remaining; 4) 'Just in time' supply chain without adequate strategic reserves; 5) Panic buying by consumers leading to 35-40% demand surge; 6) Insufficient investment in grid shaping and firming capacity for future resilience."
"Riding the yo-yo, during NSW market suspension",Paul McArdle,23-03-2026 01:58:00 PM,2026-03-23,"The summary of the news ""Riding the yo-yo, during NSW market suspension"" posted at 23-03-2026 01:58:00 PM is: The news reports that on 23 March 2026, the New South Wales electricity market was suspended after erratic changes in Market Demand, including a drop at 13:25 and a rebound at 13:30, partly due to a SCADA glitch causing phantom demand variations. AEMO applied Market Suspension Pricing, and a cleanup is needed to verify real vs. phantom data; Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its Timeframe of the event impact on the electricity_market is: 23 March 2026, ongoing (market suspension pricing applied). Its root_cause is: SCADA glitch causing phantom demand changes. Its accident scale is: Market suspension in NSW (system-wide impact). Its dates is: 23-03-2026. Its affected region is: New South Wales (NSW). Its affected key users is: Unknown. Its cause type is: Technical fault (SCADA system glitch). Its causes is: 1) Drop in Market Demand at 13:25 dispatch interval; 2) Larger rebound at 13:30 dispatch interval; likely due to SCADA glitch."
