title,author,date,topic,classified_content
Spot Exposure and Demand Response in the SA Region,Michael Williams,01-02-2016 01:14:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""Spot Exposure and Demand Response in the SA Region"" posted at 01-02-2016 01:14:00 PM is: The article discusses the energy cost challenges and opportunities in the South Australian region of the National Electricity Market (NEM) during the summer of 2015-16. It highlights the demand response initiatives and the potential for energy-intensive enterprises to leverage different energy supply strategies to mitigate costs and risks. It emphasizes the inadequacy of traditional retailer approaches in addressing specific customer needs while safeguarding profit margins. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Market strategy inadequacies in managing demand response. Its accident scale is: Unknown. Its dates is: 01-02-2016 01:14:00 PM. Its affected region is: South Australian region of the NEM. Its affected key users is: Energy-intensive enterprises. Its cause type is: Strategic/Market. Its causes is: Inability of traditional energy supply strategies to address customer-specific needs, leading to a demand for more customized solutions."
Next Step for Smart Grid in Australia,David Dawson,29-01-2016 02:37:00 PM,Market Reform,"The summary of the news ""Next Step for Smart Grid in Australia"" posted at 29-01-2016 02:37:00 PM is: The article discusses the current state and future direction of Australia's electricity market amidst increasing PV penetration and smart grid initiatives. It highlights the slowing of electricity demand growth due to consumer adoption of efficient technologies, and the potential for dynamic tariffs to better align with actual usage patterns. It also points to the inefficiencies in current subsidy structures which have unintentionally transferred wealth from lower to higher income households. The reluctance of network operators to invest in smart grid technology is attributed to low demand forecasts, but calls for continued adoption of innovations to maintain financial viability. Key measures include dynamic tariffs and storage technologies which, despite being uneconomical currently, are expected to become viable in the near future. ; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Medium to Long-term. Its root_cause is: Changes in consumer behavior, increase in PV and storage technology adoption, regulatory and market challenges. Its accident scale is: Unknown. Its dates are: 29-01-2016 02:37:00 PM. Its affected region is: Australia. Its affected key users are: Consumers without solar PV, Network Service Providers (NSPs). Its cause type is: Economic and Regulatory. Its causes are: The adoption of energy-efficient appliances, increased PV installations, inadequate subsidy structures, regulatory challenges in smart grid advancements."
"Queensland demand forecast to break 9,000MW for the first time next week",Paul McArdle,28-01-2016 09:36:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""Queensland demand forecast to break 9,000MW for the first time next week"" posted at 28-01-2016 09:36:00 PM is: The article discusses the forecasted rise in electricity demand in Queensland, Australia, which is expected to exceed 9,000MW for the first time due to predicted extreme weather conditions. This increase could cause a significant impact on electricity prices and grid stability if it holds true. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity market is: Immediate. Its root cause is: Unusually high temperatures and humidity. Its accident scale is: Unknown. Its dates are: 28-01-2016 onwards, focusing on Monday and Tuesday of the following week. Its affected region is: Queensland, Australia. Its affected key users are: Residential and commercial electricity consumers. Its cause type is: Weather-related demand increase. Its causes are: High temperature and humidity leading to increased electricity demand."
NSW electricity demand a shave higher than last week,Paul McArdle,21-01-2016 03:29:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""NSW electricity demand a shave higher than last week,"" posted at 21-01-2016 03:29:00 PM is: The article discusses a rise in electricity demand in New South Wales (NSW), Australia, due to hot weather. On a particular day, demand exceeded the previous week's peak, reaching 12,742MW by the afternoon before a drop due to potential price-sensitive demand response. The demand climbed again to 12,845MW, setting a new peak for summer 2015-16. Factors such as holiday schedules impacted demand, with expectations of changes as schools and businesses resume normal activities.; Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: Hot weather conditions leading to increased use of air conditioning. Its accident scale is: Unknown. Its dates (if different from the main date; if the same, repeat the same date) is: 21-01-2016. Its affected region is: New South Wales, Australia. Its affected key users are: Residential and commercial electricity consumers. Its cause type is: Weather conditions and demand response. Its causes (a summarized list of cause events) are: High temperatures increasing electricity demand, potential price-sensitive demand response reducing spikes, and holiday schedules affecting demand patterns."
"NSW demand tops 12,800MW and reserves tighten today – prior to the cool change",Paul McArdle,14-01-2016 04:12:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""NSW demand tops 12,800MW and reserves tighten today – prior to the cool change"" posted at 14-01-2016 04:12:00 PM is: On January 14, 2016, New South Wales experienced a significant demand for electricity, exceeding 12,800MW, due to high temperatures in the Newcastle-Sydney-Wollongong region. The Australian Energy Market Operator (AEMO) issued warnings of low reserve capacity, initially at LOR1 and later escalating to LOR2, indicating a potential risk of load loss if a large power unit tripped. The demand peaked at 13:45 before a storm cooled the region, leading to a decrease in demand and stabilized prices. The cool change eased the pressure on the grid and provided relief to both residents and grid operators; Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity market is: Short-term, within the same day. Its root cause is: High temperatures driving demand. Its accident scale is: Unknown. Its dates is: 14-01-2016. Its affected region is: New South Wales, especially Newcastle-Sydney-Wollongong. Its affected key users is: Residential and commercial electricity users. Its cause type is: Weather-related demand spike and grid pressure. Its causes is: High temperatures resulting in increased energy demand, tight supply conditions, and subsequent cooling from storms reducing demand."
"NEM-wide demand breaks 32,000MW – highest so far this summer",Paul McArdle,13-01-2016 04:17:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""NEM-wide demand breaks 32,000MW – highest so far this summer"" posted at 13-01-2016 04:17:00 PM is: The National Electricity Market (NEM) experienced a significant increase in electricity demand, surpassing 31,000MW for the first time in the summer of 2015-16, eventually reaching 32,052MW by 16:20 on January 13, 2016. This increase in demand was accompanied by pricing volatility in regions like Victoria and South Australia, with Queensland also seeing rising demand. Generators made strategic bids to manage volumes and exposure during peak demand periods. Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Immediate, extending through the summer season. Its root cause is: High electricity demand due to extreme temperatures. Its accident scale is: N/A. Its dates are: 13-01-2016. Its affected region is: National Electricity Market (NEM) regions, particularly Victoria, South Australia, and Queensland. Its affected key users are: Electricity market participants and consumers in NEM regions. Its cause type is: Demand surge. Its causes are: High temperatures leading to increased electricity consumption; pricing strategies by generators in response to demand."
"Queensland demand rises above 8,000MW",Paul McArdle,12-01-2016 04:06:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""Queensland demand rises above 8,000MW"" posted at 12-01-2016 04:06:00 PM is: The electricity demand in Queensland has risen above 8,000MW for the first time since early December, despite significant contributions from around 500,000 small-scale solar PV systems, particularly in the south-east. This marks one of the few occasions this summer when demand surpassed such levels, potentially anticipating a peak demand of over 9,000MW, which would be a historic first. This increase in demand highlights the growing pressure on the electricity grid during peak periods in the summer, emphasizing the importance of monitoring such trends. Its relevance level is: Level 2. Its category is: Grid frequency issues. Its timeframe of the event impact on the electricity_market is: Short to medium term. Its root_cause is: Increased electricity demand due to high summer temperatures. Its accident scale is: Unknown. Its dates are: 12-01-2016. Its affected region is: Queensland, Australia. Its affected key users are: General residential and commercial electricity consumers in Queensland. Its cause type is: Natural demand fluctuation. Its causes are: High temperatures leading to increased cooling demand, reduced effectiveness of solar injections during peak usage."
"NEM-wide demand climbs above 30,000MW today",Paul McArdle,11-01-2016 04:18:00 PM,Summer 2015-16 in the NEM,"The summary of the news ""NEM-wide demand climbs above 30,000MW today"" posted at 11-01-2016 04:18:00 PM is: The article notes that the NEM (National Electricity Market) experienced a significant increase in electricity demand, surpassing 30,000MW due to rising temperatures across mainland regions. This resulted in fluctuating electricity prices, with some dispatch intervals seeing prices soar into the hundreds. The demand peaked at 30,606MW before decreasing as cooler weather approached Melbourne. At the time of the article's posting, demand remained slightly above 30,000MW.; Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Short-term, as it mainly concerns the demand fluctuations within the day. Its root cause is: Increased temperatures leading to higher electricity demand. Its accident scale is: Unknown. Its dates are: 11-01-2016. Its affected region is: Mainland regions of the NEM, including Melbourne. Its affected key users are: Unknown. Its cause type is: Weather-related. Its causes are: Elevated temperatures increasing electricity demand, followed by a cool change reducing it."
A collection of some core analytical challenges,Paul McArdle,01-01-2016 04:00:00 PM,Uncategorized,"The summary of the news ""A collection of some core analytical challenges"" posted at 01-01-2016 04:00:00 PM is: A collection of articles addressing central analytical challenges, with prior insights emphasizing the unpredictable nature of forecasting. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Challenges in analytical methodologies. Its accident scale is: Unknown. Its dates are: 01-01-2016. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Analytical challenges. Its causes are: Unpredictability in forecasting and categorization difficulties."
Still a long way to go before wind forecasting models are as good as they will need to be as installed capacity grows….,Paul McArdle,27-12-2017 03:42:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Still a long way to go before wind forecasting models are as good as they will need to be as installed capacity grows…."" posted at 27-12-2017 03:42:00 PM is: The news discusses the challenges of accurately forecasting wind energy output as the capacity of wind farms in Australia, particularly South Australia, continues to grow. The complexity of forecasting wind and solar output adds to the difficulty of predicting regional demand within the National Electricity Market (NEM). The article highlights the significant volatility that wind forecasting currently exhibits, causing financial implications due to the need for additional resources to manage unexpected fluctuations. As renewable energy capacity increases, improving forecast accuracy becomes crucial to maintain stable electricity prices. Its relevance level is: Level 2. Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: Long-term. Its root_cause is: Inaccuracy in wind forecasting models. Its accident scale is: Unknown. Its dates are: 27-12-2017. Its affected region is: South Australia (and Victoria noted for high prices). Its affected key users are: Energy users relying on wind forecasts. Its cause type is: Complexity in forecasting wind outputs. Its causes are: Volatility in wind energy output, increased difficulty in forecasting due to growing renewable capacity."
Afternoon “Scheduled Demand” in Victoria on Christmas Day drops as low as overnight demand,Paul McArdle,26-12-2017 08:37:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""Afternoon “Scheduled Demand” in Victoria on Christmas Day drops as low as overnight demand"" posted at 26-12-2017 08:37:00 AM is: The article reports on unusually low electricity demand in Victoria on Christmas Day, attributed to moderate temperatures, reduced commercial activity, and significant output from small-scale photovoltaic systems reaching up to 700 MW. These factors combined led to afternoon demand levels comparable to the typically lowest point overnight. Such low demands had traditionally been seen only during nighttime in previous years, but recent trends indicate shifts in demand patterns.; Its relevance level is: Level 3. Its category is: residential satisfaction. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Moderate temperatures, reduced air-conditioning load, lower commercial usage, and increased small-scale PV output. Its accident scale is: Unknown. Its dates are: 25-12-2017. Its affected region is: Victoria. Its affected key users are: Residential and commercial energy consumers. Its cause type is: Demand-side factors. Its causes are: Moderate weather, significant small-scale PV output, reduced commercial activity."
"Hot weather sees NSW demand at 13,000MW and NEM-wide demand above 31,000MW",Paul McArdle,19-12-2017 04:18:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hot weather sees NSW demand at 13,000MW and NEM-wide demand above 31,000MW"" posted at 19-12-2017 04:18:00 PM is: The article reports a significant rise in electricity demand due to hot weather, with NSW demand reaching up to 13,500MW and NEM-wide demand surpassing 31,000MW, marking a peak not routinely seen in recent summers. The high demand led to increased dispatch prices, particularly in the NSW+VIC+TAS ""Economic Island"" due to transmission congestion, although QLD and SA maintained lower prices due to their own generation capacity. The situation reflects broader changes in energy consumption and supply, partially driven by reduced solar output in late afternoon.; Its relevance level is: Level 1. Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Immediate, as observed on the day reported. Its root_cause is: Hot weather increasing electricity demand. Its accident scale is: Unknown. Its dates are: 19-12-2017. Its affected region is: New South Wales (NSW) and the National Electricity Market (NEM) at large. Its affected key users are: Electricity consumers and suppliers in NSW and other regions within the NEM. Its cause type is: Weather-related. Its causes are: High temperatures leading to increased electricity demand; transmission congestion affecting price discrepancies across regions; reduced solar generation later in the day contributing to demand shifts."
"NSW demand currently forecast to peak up at 13,500MW on Tuesday 19th December",Paul McArdle,18-12-2017 07:46:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""NSW demand currently forecast to peak up at 13,500MW on Tuesday 19th December"" posted at 18-12-2017 07:46:00 AM is: The demand forecast for New South Wales (NSW) is expected to reach 13,500MW on Tuesday, 19th December at 16:30 NEM time, due to increasingly hot weather conditions. This anticipated demand will be significant, being only 1,000MW below the all-time record, despite previous demand destruction such as the closure of the Kurri Kurri aluminium smelter. The demand scenario is contextualized with historical peaks, suggesting potential challenges for the grid; Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Tuesday, 19th December 2017. Its root_cause is: Increasingly hot weather forecast. Its accident scale is: Unknown. Its dates is: 18-12-2017 07:46:00 AM. Its affected region is: New South Wales (NSW). Its affected key users is: Electricity grid operators and large electricity consumers in NSW. Its cause type is: Weather-related. Its causes is: Increasingly hot weather, forecast demand peak."
Coincident warm demand forecast for VIC and NSW tomorrow late afternoon (Monday 18th December),Paul McArdle,17-12-2017 08:35:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Coincident warm demand forecast for VIC and NSW tomorrow late afternoon (Monday 18th December)"" posted at 17-12-2017 08:35:00 PM is: A high electricity demand is forecasted for Victoria and New South Wales for the late afternoon on Monday, December 18th, due to a warm weather pattern. The demand is especially significant given the decrease in available generation capacity following the closure of the Hazelwood power station in April 2017. The National Electricity Market is expected to reach 32,023MW, with peak demands in specific states predicted at 11,933MW for NSW and 8,533MW for VIC. South Australia is also expected to experience increased demand, with the Australian Energy Market Operator issuing LOR1 low reserve notices for VIC and SA, with additional notice for NSW on Tuesday. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term (1-2 days). Its root_cause is: Coincident high electricity demand due to warm weather and reduced generation capacity. Its accident scale is: Low. Its dates are: 18-12-2017 for the expected demand peak, with reserve notice on 19-12-2017. Its affected region is: Victoria, New South Wales, South Australia. Its affected key users are: Electricity consumers in the NEM states. Its cause type is: Weather and generation capacity-related. Its causes are: High demand forecast due to warm weather, Hazelwood power station closure leading to reduced generation capacity, repair outages, and peak demand exceeding previous records."
"“Scheduled Demand” in Victoria stopped short of 8,500MW today (lower than forecast) but the demand peak forecast for NSW tomorrow has grown to almost 13,000MW",Paul McArdle,13-12-2017 06:37:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Scheduled Demand” in Victoria stopped short of 8,500MW today (lower than forecast) but the demand peak forecast for NSW tomorrow has grown to almost 13,000MW"" posted at 13-12-2017 06:37:00 PM is: The news article discusses electricity demand forecasts for Victoria and New South Wales (NSW) in the National Electricity Market (NEM) during the summer of 2017-18. Actual electricity demand in Victoria did not reach the anticipated 9,000MW, peaking instead at 8,455MW. Consequently, the electricity price remained below $150/MWh. In contrast, demand forecasts for NSW for the following day climbed to nearly 13,000MW, reflecting a 1,000MW increase from earlier predictions. Potential price increases were considered, though similar forecasts earlier in the day did not materialize. The article also highlights the challenges and unpredictability inherent in demand forecasting. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Short-term, within a day. Its root cause is: Forecasting variability and changing demand predictions. Its accident scale is: None. Its dates are: 13-12-2017, with forecasts for 14-12-2017. Its affected region is: Victoria and New South Wales. Its affected key users are: Electricity consumers and market operators. Its cause type is: Forecasting discrepancy. Its causes are: Lower than anticipated demand in Victoria and higher revised forecasts for NSW."
Hornsdale Power Reserve continues to reach new milestones with a discharge rate of 100 MW today,Carol Hunter,13-12-2017 03:52:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hornsdale Power Reserve continues to reach new milestones with a discharge rate of 100 MW today"" posted at 13-12-2017 03:52:00 PM is: The Hornsdale Power Reserve has achieved a significant milestone by reaching a discharge rate of 100 MW between 11:20 – 11:25 NEM time, accompanied by the longest continuous charging period from 02:55 – 05:50 NEM time. These activities were tracked using NEMreview v7 and are accessible via specific links for users with appropriate licenses. Real-time data was also available through the NEM-Watch widget sponsored by RenewEconomy. The news highlights the increasing capabilities and operational milestones of the Hornsdale Power Reserve battery system.; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Immediate and ongoing, given the nature of battery storage in the grid. Its root_cause is: Testing and operation of the Hornsdale Power Reserve battery. Its accident scale is: Unknown. Its dates are: 13-12-2017. Its affected region is: The region covered by the National Electricity Market (NEM) in Australia. Its affected key users are: Users and stakeholders monitoring grid stability and energy storage capabilities. Its cause type is: Operational. Its causes are: Discharge rate testing, continuous charging, monitoring through NEMreview and NEM-Watch."
High temperatures to give demand a kick in Victoria tomorrow (Wednesday 13th December),Paul McArdle,12-12-2017 03:44:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""High temperatures to give demand a kick in Victoria tomorrow (Wednesday 13th December)"" posted at 12-12-2017 03:44:00 PM is: The Australian Energy Market Operator (AEMO) anticipates that high temperatures projected for South Australia and Victoria on December 13, 2017, will increase electricity demand within these regions. The forecasted heatwave presents an opportunity to observe the Tesla/Neoen Hornsdale Power Reserve, notably the world's largest battery, as it may play a significant role in balancing the grid during high demand. The event also offers a chance to monitor how the battery performs under these conditions via various platforms including NEMwatch and RenewEconomy. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity market is: Short-term (immediate to 1-2 days). Its root cause is: High temperatures leading to increased electricity demand. Its accident scale is: N/A. Its dates are: 12-12-2017 to 13-12-2017. Its affected region is: Victoria and South Australia. Its affected key users are: Consumers and grid operators in the affected regions. Its cause type is: Environmental. Its causes are: High temperatures forecasted to increase electricity demand, potential involvement of the Hornsdale Power Reserve battery system."
Electricity demand set to climb in NSW on Thursday with the hot weather forecast,Paul McArdle,11-12-2017 08:59:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Electricity demand set to climb in NSW on Thursday with the hot weather forecast"" posted at 11-12-2017 08:59:00 PM is: The Bureau of Meteorology is predicting extreme temperatures above 40 degrees Celsius in Western Sydney, notably Penrith, resulting in a significant climb in electricity demand for New South Wales on Thursday, according to AEMO’s forecasts. Despite the rise, demand is still expected to remain 2,000MW below the all-time maximum. Large-scale solar and wind power outputs are projected to peak on the same day, while surplus generation levels are forecast to drop below zero temporarily. This will prompt NSW to depend heavily on interconnections with Queensland and Victoria, potentially causing high electricity prices due to supply scarcity. It's important to monitor demand spikes in Victoria and South Australia, which are also rising as per recent data. Its relevance level is: Level 1. Its category is: Extreme weather. Its timeframe of the event impact on the electricity market is: Short term, focused on Thursday. Its root cause is: Extreme temperatures leading to increased demand. Its accident scale is: Unknown. Its dates are: 11-12-2017. Its affected region is: New South Wales, Australia. Its affected key users are: General electricity consumers in NSW. Its cause type is: Natural. Its causes are: High temperature forecasts, increased electricity demand, reliance on inter-state power interconnections."
AEMO updates generator combinations for SA system strength,Paul McArdle,08-12-2017 12:50:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""AEMO updates generator combinations for SA system strength"" posted at 08-12-2017 12:50:00 PM is: The Australian Energy Market Operator (AEMO) has published an update on generator combinations to meet system strength requirements in South Australia. As of December 8, 2017, AEMO has identified three new generator combinations that fulfill the minimum system strength requirements. The update increases the limit on non-synchronous generation from 1200 MW to 1295 MW and synchronous generation from 1700 MW to 1870 MW for Heywood (Vic to SA) transfers. This change is part of AEMO’s ongoing investigation into system strength in South Australia, with further updates expected by late January 2018. Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. Its timeframe of the event impact on the electricity_market is: Short to medium-term impact expected, with further updates by late January 2018. Its root_cause is: Investigation and adjustment of system strength requirements and constraints. Its accident scale is: Unknown. Its dates are: 08-12-2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Operational and regulatory update. Its causes are: Identification of new generator combinations, adjustment of system strength limits, and continuous investigation by AEMO."
Big ramp in QLD demand Thursday evening to be first time above 8000MW this summer,Paul McArdle,08-12-2017 07:33:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""Big ramp in QLD demand Thursday evening to be first time above 8000MW this summer"" posted at 08-12-2017 07:33:00 AM is: The article highlights a significant increase in electricity demand in Queensland, which surpassed 8,000MW for the first time during the summer season, marking a notable peak since late October. Despite a drop in temperatures earlier in the day, demand continued to rise, indicating a trend of high electricity demand likely to continue throughout summer, with potential peaks reaching up to 9,500MW. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Immediate and likely to continue throughout summer. Its root_cause is: Increased electricity demand in Queensland during the summer season. Its accident scale is: Unknown. Its dates are: 07-12-2017. Its affected region is: Queensland. Its affected key users are: Unknown. Its cause type is: Market Demand. Its causes are: Significant ramp in electricity demand, despite a drop in temperatures earlier in the day."
How does frequency regulation help avoid Blackouts?,Bruce Miller,05-12-2017 12:51:00 PM,Energy Transition,"The summary of the news ""How does frequency regulation help avoid Blackouts?"" posted at 05-12-2017 12:51:00 PM is: The article delves into the significance of frequency regulation in preventing power system blackouts, taking cues from the South Australia blackout incident. It highlights the systemic flaws in the regulation Frequency Control Ancillary Services (FCAS) markets, where units within South Australia were not participating, causing an over-reliance on external regions to manage frequency. This absence of participation and inappropriate dispatch strategies led to insufficient headroom on the Heywood Interconnector, making the system vulnerable to failure. The article urges the division of regulation FCAS between regions and the introduction of tie line control at weak system points to improve grid stability.; Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. Timeframe of the event impact on the electricity_market is: Immediate during the blackout period with potential ongoing impacts on market design. Its root_cause is: Insufficient regional participation in regulation FCAS and inappropriate dispatch strategies. Its accident scale is: Statewide blackout in South Australia. Its dates are: 05-12-2017. Its affected region is: South Australia. Its affected key users are: General populace and industries dependent on reliable power supply. Its cause type is: Systemic regulation and dispatch market design issues. Its causes are: Non-participation of South Australian units in regulation FCAS, over-reliance on inter-region frequency management, inadequate interconnector headroom, and wide frequency range tolerances."
The first stage of the Kidston Energy Park powers up,Paul McArdle,04-12-2017 10:35:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""The first stage of the Kidston Energy Park powers up"" posted at 04-12-2017 10:35:00 AM is: The first stage of Genex Power's Kidston Energy Park in northern Queensland began generating electricity, contributing to the National Electricity Market (NEM) with an initial 50MW PV array. As the largest solar power plant in Queensland at the time, this development marks a significant step forward in renewable energy. The project is set to expand further by 2021 with an additional 270MW of solar PV and a 2000MWh pumped hydro energy storage capacity, highlighting ongoing developments in renewable energy infrastructure within the region. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Long-term impact starting from December 2017. Its root_cause is: Expansion of renewable energy capacity. Its accident scale is: Unknown. Its dates are: 04-12-2017. Its affected region is: Northern Queensland. Its affected key users are: Unknown. Its cause type is: Planned infrastructure development. Its causes are: Introduction of 50MW solar PV array and future expansion plans including additional solar capacity and pumped hydro storage."
Unfortunately no time for a “Best Peak Demand Forecaster” competition for summer 2017-18,Paul McArdle,03-12-2017 03:57:00 PM,Who's the best demand forecaster in the NEM?,"The summary of the news ""Unfortunately no time for a “Best Peak Demand Forecaster” competition for summer 2017-18"" posted at 03-12-2017 03:57:00 PM is: The article discusses the inability to host the ""Best Peak Demand Forecaster"" competition for the summer of 2017-18 due to time constraints amidst the critical period of energy transition and demand changes in the electricity market. The news highlights the evolving nature of demand measurement and infrastructure development in the National Electricity Market (NEM), which requires a new focus if the competition is revived in the future. To aid understanding of demand trends, the company has developed free widgets enabling public access to energy consumption data influenced by climate. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Focus on energy transition and complexity of demand forecasting. Its accident scale is: Unknown. Its dates are: 03-12-2017. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Operational change. Its causes are: Shift in demand dynamics, focus on energy transition, time constraints for competition."
"Hornsdale Power Reserve (a.k.a. “the worlds biggest battery”) supplied SA for over an hour yesterday, peaking at 71 MW discharge",Carol Hunter,01-12-2017 04:30:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hornsdale Power Reserve (a.k.a. “the worlds biggest battery”) supplied SA for over an hour yesterday, peaking at 71 MW discharge"" posted at 01-12-2017 04:30:00 PM is: The Hornsdale Power Reserve, known as the world's largest battery, effectively supplied South Australia by discharging at a peak rate of 71 MW for over an hour on November 30, 2017. This action was part of the testing phase leading up to its official operation starting December 1, 2017; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: Testing phase of a new large-scale battery. Its accident scale is: Unknown. Its dates are: November 30, 2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Operational event. Its causes are: Testing discharge of the Hornsdale Power Reserve, discharge at a peak of 71 MW."
Not quite summer and volatility returns to Victoria and South Australia,Carol Hunter,01-12-2017 01:03:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Not quite summer and volatility returns to Victoria and South Australia"" posted at 01-12-2017 01:03:00 PM is: The Australian Energy Market Operator (AEMO) reported challenges in electricity reserves for Victoria and South Australia due to higher temperatures and a line trip caused by lightning, leading to an Actual Lack of Reserve (LOR1) declaration in Victoria. This event, combined with limited interconnector flow, resulted in increased electricity prices in both regions during the late afternoon of November 29th, 2017. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate but potentially ongoing throughout summer. Its root_cause is: Lightning-induced line trips and high temperatures. Its accident scale is: Regional. Its dates are: 01-12-2017. Its affected region is: Victoria and South Australia. Its affected key users are: Electricity consumers in Victoria and South Australia. Its cause type is: Natural and operational disturbances. Its causes are: Lightning strikes leading to line trips, high temperatures, and limited interconnector flow."
AEMC released Final Determination on Five Minute Settlement on 28th November 2017,Paul McArdle,28-11-2017 06:00:00 PM,2021-10-01 Five Minute Settlement,"The summary of the news ""AEMC released Final Determination on Five Minute Settlement on 28th November 2017"" posted at 28-11-2017 06:00:00 PM is: The Australian Energy Market Commission (AEMC) released a Final Determination on the implementation of Five Minute Settlement in the National Electricity Market (NEM), which is a significant rule change aimed at aligning trading intervals to five minutes to improve market efficiency. This decision marks a transitional period set to be fully implemented by 1 July 2021 but was later delayed to 1 October 2021. The change necessitates updated metering infrastructure and information technology systems for NEM participants, with various new and existing meters required to record five-minute data. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: A regulatory decision to improve market alignment and efficiency. Its accident scale is: Unknown. Its dates are: 28-11-2017 (announcement), 01-07-2021 (initial implementation date), 01-10-2021 (actual implementation date). Its affected region is: Australian National Electricity Market (NEM). Its affected key users are: NEM participants, Market Generators, Small Generation Aggregators. Its cause type is: Regulatory change. Its causes are: Implementation of Five Minute Settlement rule, alignment of trading intervals to five minutes, requirement for updated metering infrastructure and IT systems."
